"Datum","Abfahrt (laut Plan)","Ankunft (laut Plan)","Zug","Verspätung (am Zielbahnhof)","Zugausfall"
"06.06.2024","10:05","11:48","ICE 623","173",""
"06.06.2024","18:52","20:48","ICE 821","0","Ausfall (Startbahnhof)"
"06.06.2024","20:00","21:48","ICE 823","0","Ausfall (Startbahnhof)"
"07.06.2024","18:52","20:48","ICE 821","83",""
"07.06.2024","20:00","21:48","ICE 823","55",""
"09.06.2024","02:40","07:02","ICE 921","0",""
"11.06.2024","04:50","06:48","ICE 523","0",""
"11.06.2024","20:00","21:48","ICE 823","24",""
"12.06.2024","06:11","07:48","ICE 525","0",""
"12.06.2024","07:09","08:48","ICE 527","0",""
"12.06.2024","08:07","09:48","ICE 529","5",""
"12.06.2024","08:58","10:48","ICE 621","2",""
"12.06.2024","10:05","11:48","ICE 623","21",""
"12.06.2024","18:52","20:48","ICE 821","43",""
"12.06.2024","20:00","21:48","ICE 823","38",""
"13.06.2024","04:50","06:48","ICE 523","33",""
"13.06.2024","06:11","07:48","ICE 525","12",""
"13.06.2024","07:09","08:48","ICE 527","14",""
"13.06.2024","08:07","09:48","ICE 529","27",""
"13.06.2024","08:58","10:48","ICE 621","1",""
"13.06.2024","10:05","11:48","ICE 623","5",""
"13.06.2024","18:52","20:48","ICE 821","0",""
"13.06.2024","20:00","21:48","ICE 823","18",""
"14.06.2024","01:19","03:03","ICE 825","0",""
"14.06.2024","23:21","02:20","IC 60403","77",""
"14.06.2024","23:27","01:10","ICE 619","4",""
"14.06.2024","23:52","01:35","ICE 1017","4",""
"15.06.2024","01:24","03:03","ICE 825","0",""
"15.06.2024","02:40","07:02","ICE 921","13",""
"15.06.2024","06:22","07:48","ICE 525","6",""
"15.06.2024","07:22","08:48","ICE 527","7",""
"15.06.2024","08:21","09:48","ICE 529","14",""
"15.06.2024","08:51","10:31","ICE 121","49",""
"15.06.2024","09:18","10:48","ICE 621","20",""
"15.06.2024","10:10","11:48","ICE 623","0",""
"15.06.2024","11:23","12:48","ICE 625","35",""
"15.06.2024","11:27","14:13","ICE 2529","50",""
"15.06.2024","12:19","13:48","ICE 627","1",""
"15.06.2024","12:49","14:31","ICE 123","43",""
"15.06.2024","13:23","14:48","ICE 629","2",""
"15.06.2024","14:21","15:48","ICE 721","26",""
"15.06.2024","15:22","16:48","ICE 723","32",""
"15.06.2024","16:22","17:48","ICE 725","7",""
"15.06.2024","16:50","18:31","ICE 127","58",""
"15.06.2024","17:22","18:48","ICE 727","7",""
"15.06.2024","18:22","19:48","ICE 729","41",""
"15.06.2024","18:49","20:31","ICE 129","112",""
"15.06.2024","19:08","20:48","ICE 821","2",""
"15.06.2024","19:28","22:13","ICE 1021","6",""
"15.06.2024","20:09","21:48","ICE 823","41",""
"15.06.2024","20:26","23:13","IC 2442","0","Ausfall (Startbahnhof)"
"15.06.2024","20:49","22:31","ICE 221","87",""
"15.06.2024","23:21","02:20","IC 60403","147",""
"15.06.2024","23:27","01:10","ICE 619","48",""
"15.06.2024","23:52","01:35","ICE 1017","2",""
"16.06.2024","01:24","03:03","ICE 825","0",""
"16.06.2024","02:40","07:02","ICE 921","0",""
"16.06.2024","06:22","07:48","ICE 525","1",""
"16.06.2024","07:22","08:48","ICE 527","3",""
"16.06.2024","08:21","09:48","ICE 529","0","Ausfall (Startbahnhof)"
"16.06.2024","08:51","10:31","ICE 121","6",""
"16.06.2024","09:18","10:48","ICE 621","3",""
"16.06.2024","10:10","11:48","ICE 623","0",""
"16.06.2024","11:23","12:48","ICE 625","7",""
"16.06.2024","12:19","13:48","ICE 627","5",""
"16.06.2024","12:49","14:31","ICE 123","29",""
"16.06.2024","13:23","14:48","ICE 629","1",""
"16.06.2024","14:21","15:48","ICE 721","22",""
"16.06.2024","15:22","16:48","ICE 723","0",""
"16.06.2024","16:22","17:48","ICE 725","41",""
"16.06.2024","16:50","18:31","ICE 127","0","Ausfall (Startbahnhof)"
"16.06.2024","17:22","18:48","ICE 727","12",""
"16.06.2024","18:22","19:48","ICE 729","24",""
"16.06.2024","18:49","20:31","ICE 129","19",""
"16.06.2024","19:08","20:48","ICE 821","11",""
"16.06.2024","19:28","22:13","ICE 1021","2",""
"16.06.2024","20:09","21:48","ICE 823","0",""
"16.06.2024","20:26","23:13","IC 2442","28",""
"16.06.2024","20:49","22:31","ICE 221","17",""
"16.06.2024","23:21","02:20","IC 60403","0",""
"16.06.2024","23:27","01:10","ICE 619","40",""
"16.06.2024","23:52","01:35","ICE 1017","4",""
"17.06.2024","01:24","03:03","ICE 825","0",""
"17.06.2024","02:40","07:02","ICE 921","0",""
"17.06.2024","04:57","06:48","ICE 523","0",""
"17.06.2024","06:22","07:48","ICE 525","4",""
"17.06.2024","07:22","08:48","ICE 527","1",""
"17.06.2024","07:45","09:41","ICE 815","0",""
"17.06.2024","08:21","09:48","ICE 529","0",""
"17.06.2024","08:51","10:31","ICE 121","8",""
"17.06.2024","09:18","10:48","ICE 621","2",""
"17.06.2024","10:10","11:48","ICE 623","0",""
"17.06.2024","11:23","12:48","ICE 625","6",""
"17.06.2024","12:19","13:48","ICE 627","2",""
"17.06.2024","12:49","14:31","ICE 123","16",""
"17.06.2024","13:23","14:48","ICE 629","4",""
"17.06.2024","14:21","15:48","ICE 721","0",""
"17.06.2024","15:22","16:48","ICE 723","0",""
"17.06.2024","16:22","17:48","ICE 725","0",""
"17.06.2024","16:50","18:31","ICE 127","34",""
"17.06.2024","17:22","18:48","ICE 727","35",""
"17.06.2024","18:22","19:48","ICE 729","4",""
"17.06.2024","18:49","20:31","ICE 129","46",""
"17.06.2024","19:08","20:48","ICE 821","15",""
"17.06.2024","19:28","22:13","ICE 1021","11",""
"17.06.2024","20:09","21:48","ICE 823","56",""
"17.06.2024","20:26","23:13","IC 2442","3",""
"17.06.2024","23:21","02:20","IC 60403","0",""
"17.06.2024","23:27","01:10","ICE 619","17",""
"17.06.2024","23:52","01:35","ICE 1017","8",""
"18.06.2024","01:24","03:03","ICE 825","0",""
"18.06.2024","23:21","02:20","IC 60403","0",""
"18.06.2024","23:27","01:10","ICE 619","2",""
"18.06.2024","23:52","01:35","ICE 1017","0",""
"19.06.2024","01:24","03:03","ICE 825","0",""
"19.06.2024","02:40","07:02","ICE 921","0","Ausfall (Startbahnhof)"
"19.06.2024","04:57","06:48","ICE 523","0",""
"19.06.2024","06:22","07:48","ICE 525","0",""
"19.06.2024","07:22","08:48","ICE 527","0",""
"19.06.2024","07:45","09:41","ICE 815","0",""
"19.06.2024","08:21","09:48","ICE 529","0",""
"19.06.2024","08:51","10:31","ICE 121","0",""
"19.06.2024","09:18","10:48","ICE 621","5",""
"19.06.2024","10:10","11:48","ICE 623","10",""
"19.06.2024","11:23","12:48","ICE 625","31",""
"19.06.2024","12:19","13:48","ICE 627","117",""
"19.06.2024","12:49","14:31","ICE 123","87",""
"19.06.2024","13:23","14:48","ICE 629","83",""
"19.06.2024","14:21","15:48","ICE 721","108",""
"19.06.2024","15:22","16:48","ICE 723","30",""
"19.06.2024","16:22","17:48","ICE 725","6",""
"19.06.2024","16:50","18:31","ICE 127","0","Ausfall (Startbahnhof)"
"19.06.2024","17:22","18:48","ICE 727","61",""
"19.06.2024","18:22","19:48","ICE 729","18",""
"19.06.2024","18:49","20:31","ICE 129","51",""
"19.06.2024","19:08","20:48","ICE 821","6",""
"19.06.2024","19:28","22:13","ICE 1021","18",""
"19.06.2024","20:09","21:48","ICE 823","0",""
"19.06.2024","20:26","23:13","IC 2442","19",""
"19.06.2024","20:49","22:31","ICE 221","3",""
"19.06.2024","23:21","02:20","IC 60403","0",""
"19.06.2024","23:27","01:10","ICE 619","22",""
"19.06.2024","23:52","01:35","ICE 1017","2",""
"20.06.2024","01:24","03:03","ICE 825","0",""
"20.06.2024","02:40","07:02","ICE 921","4",""
"20.06.2024","04:57","06:48","ICE 523","58",""
"20.06.2024","06:22","07:48","ICE 525","4",""
"20.06.2024","07:22","08:48","ICE 527","5",""
"20.06.2024","07:45","09:41","ICE 815","0",""
"20.06.2024","08:21","09:48","ICE 529","30",""
"20.06.2024","08:51","10:31","ICE 121","23",""
"20.06.2024","09:18","10:48","ICE 621","13",""
"20.06.2024","10:10","11:48","ICE 623","39",""
"20.06.2024","11:23","12:48","ICE 625","9",""
"20.06.2024","12:19","13:48","ICE 627","15",""
"20.06.2024","12:49","14:31","ICE 123","77",""
"20.06.2024","13:23","14:48","ICE 629","4",""
"20.06.2024","14:21","15:48","ICE 721","8",""
"20.06.2024","15:22","16:48","ICE 723","11",""
"20.06.2024","16:22","17:48","ICE 725","41",""
"20.06.2024","16:50","18:31","ICE 127","51",""
"20.06.2024","17:22","18:48","ICE 727","14",""
"20.06.2024","18:22","19:48","ICE 729","40",""
"20.06.2024","18:49","20:31","ICE 129","0","Ausfall (Startbahnhof)"
"20.06.2024","19:08","20:48","ICE 821","12",""
"20.06.2024","19:28","22:13","ICE 1021","57",""
"20.06.2024","20:09","21:48","ICE 823","26",""
"20.06.2024","20:26","23:13","IC 2442","70",""
"20.06.2024","20:49","22:31","ICE 221","15",""
"20.06.2024","23:21","02:20","IC 60403","32",""
"20.06.2024","23:27","01:10","ICE 619","30",""
"20.06.2024","23:52","01:35","ICE 1017","12",""
"21.06.2024","01:24","03:03","ICE 825","0",""
"21.06.2024","02:40","07:02","ICE 921","0",""
"21.06.2024","04:57","06:48","ICE 523","2",""
"21.06.2024","06:22","07:48","ICE 525","56",""
"21.06.2024","07:22","08:48","ICE 527","29",""
"21.06.2024","07:45","09:41","ICE 815","39",""
"21.06.2024","08:21","09:48","ICE 529","39",""
"21.06.2024","08:51","10:31","ICE 121","38",""
"21.06.2024","09:18","10:48","ICE 621","42",""
"21.06.2024","10:10","11:48","ICE 623","20",""
"21.06.2024","11:23","12:48","ICE 625","61",""
"21.06.2024","12:19","13:48","ICE 627","60",""
"21.06.2024","12:49","14:31","ICE 123","86",""
"21.06.2024","13:23","14:48","ICE 629","167",""
"21.06.2024","14:21","15:48","ICE 721","79",""
"21.06.2024","15:22","16:48","ICE 723","30",""
"21.06.2024","16:22","17:48","ICE 725","64",""
"21.06.2024","16:50","18:31","ICE 127","29",""
"21.06.2024","17:22","18:48","ICE 727","47",""
"21.06.2024","18:22","19:48","ICE 729","10",""
"21.06.2024","18:49","20:31","ICE 129","0","Ausfall (Startbahnhof)"
"21.06.2024","19:08","20:48","ICE 821","35",""
"21.06.2024","19:28","22:13","ICE 1021","15",""
"21.06.2024","20:09","21:48","ICE 823","17",""
"21.06.2024","20:26","23:13","IC 2442","43",""
"21.06.2024","20:49","22:31","ICE 221","88",""
"21.06.2024","23:21","02:20","IC 60403","0",""
"21.06.2024","23:27","01:10","ICE 619","25",""
"21.06.2024","23:52","01:35","ICE 1017","0",""
"22.06.2024","01:24","03:03","ICE 825","0",""
"22.06.2024","02:40","07:02","ICE 921","0","Ausfall (Startbahnhof)"
"22.06.2024","04:57","06:48","ICE 523","0",""
"22.06.2024","06:22","07:48","ICE 525","2",""
"22.06.2024","07:22","08:48","ICE 527","0",""
"22.06.2024","08:51","10:31","ICE 121","0",""
"22.06.2024","09:18","10:48","ICE 621","0",""
"22.06.2024","10:10","11:48","ICE 623","5",""
"22.06.2024","11:23","12:48","ICE 625","0",""
"22.06.2024","12:19","13:48","ICE 627","0",""
"22.06.2024","12:49","14:31","ICE 123","2",""
"22.06.2024","13:23","14:48","ICE 629","0",""
"22.06.2024","14:21","15:48","ICE 721","0",""
"22.06.2024","15:22","16:48","ICE 723","0",""
"22.06.2024","16:22","17:48","ICE 725","0",""
"22.06.2024","16:50","18:31","ICE 127","9",""
"22.06.2024","17:22","18:48","ICE 727","4",""
"22.06.2024","18:22","19:48","ICE 729","77",""
"22.06.2024","18:49","20:31","ICE 129","44",""
"22.06.2024","19:08","20:48","ICE 821","41",""
"22.06.2024","19:28","22:13","ICE 1021","15",""
"22.06.2024","20:09","21:48","ICE 823","0",""
"22.06.2024","20:26","23:13","IC 2442","9",""
"22.06.2024","20:49","22:31","ICE 221","1",""
"22.06.2024","23:21","02:20","IC 60403","0",""
"22.06.2024","23:27","01:10","ICE 619","5",""
"22.06.2024","23:52","01:35","ICE 1017","0",""
"23.06.2024","01:24","03:03","ICE 825","0",""
"23.06.2024","02:40","07:02","ICE 921","0",""
"23.06.2024","06:22","07:48","ICE 525","0",""
"23.06.2024","07:22","08:48","ICE 527","0",""
"23.06.2024","08:21","09:48","ICE 529","15",""
"23.06.2024","08:51","10:31","ICE 121","17",""
"23.06.2024","09:18","10:48","ICE 621","13",""
"23.06.2024","10:10","11:48","ICE 623","0",""
"23.06.2024","11:23","12:48","ICE 625","30",""
"23.06.2024","12:19","13:48","ICE 627","1",""
"23.06.2024","12:49","14:31","ICE 123","1",""
"23.06.2024","13:23","14:48","ICE 629","11",""
"23.06.2024","14:21","15:48","ICE 721","0",""
"23.06.2024","15:22","16:48","ICE 723","0",""
"23.06.2024","16:22","17:48","ICE 725","10",""
"23.06.2024","16:50","18:31","ICE 127","113",""
"23.06.2024","17:22","18:48","ICE 727","6",""
"23.06.2024","18:22","19:48","ICE 729","1",""
"23.06.2024","18:49","20:31","ICE 129","89","Ausfall (Zielbahnhof)"
"23.06.2024","19:08","20:48","ICE 821","25",""
"23.06.2024","19:28","22:13","ICE 1021","2",""
"23.06.2024","20:09","21:48","ICE 823","0",""
"23.06.2024","20:26","23:13","IC 2442","12",""
"23.06.2024","20:49","22:31","ICE 221","127",""
"23.06.2024","23:21","02:20","IC 60403","91",""
"23.06.2024","23:27","01:10","ICE 619","11",""
"23.06.2024","23:52","01:35","ICE 1017","0",""
"24.06.2024","01:24","03:03","ICE 825","0",""
"24.06.2024","02:40","07:02","ICE 921","0",""
"24.06.2024","04:57","06:48","ICE 523","0",""
"24.06.2024","06:22","07:48","ICE 525","0",""
"24.06.2024","07:22","08:48","ICE 527","0",""
"24.06.2024","07:45","09:41","ICE 815","1",""
"24.06.2024","08:21","09:48","ICE 529","0",""
"24.06.2024","08:51","10:31","ICE 121","0",""
"24.06.2024","09:18","10:48","ICE 621","13",""
"24.06.2024","10:10","11:48","ICE 623","0",""
"24.06.2024","11:23","12:48","ICE 625","38",""
"24.06.2024","12:19","13:48","ICE 627","7",""
"24.06.2024","12:49","14:31","ICE 123","91",""
"24.06.2024","13:23","14:48","ICE 629","3",""
"24.06.2024","14:21","15:48","ICE 721","2",""
"24.06.2024","15:22","16:48","ICE 723","0",""
"24.06.2024","16:22","17:48","ICE 725","0",""
"24.06.2024","16:50","18:31","ICE 127","0",""
"24.06.2024","17:22","18:48","ICE 727","10",""
"24.06.2024","18:22","19:48","ICE 729","2",""
"24.06.2024","18:49","20:31","ICE 129","2",""
"24.06.2024","19:08","20:48","ICE 821","0",""
"24.06.2024","19:28","22:13","ICE 1021","88",""
"24.06.2024","20:09","21:48","ICE 823","0",""
"24.06.2024","20:26","23:13","IC 2442","0",""
"24.06.2024","20:49","22:31","ICE 221","23",""
"24.06.2024","23:21","02:20","IC 60403","0",""
"24.06.2024","23:27","01:10","ICE 619","0",""
"24.06.2024","23:52","01:35","ICE 1017","0",""
"25.06.2024","01:24","03:03","ICE 825","0",""
"25.06.2024","02:40","07:02","ICE 921","0",""
"25.06.2024","04:57","06:48","ICE 523","0",""
"25.06.2024","05:27","08:14","ICE  23","14",""
"25.06.2024","06:22","07:48","ICE 525","0",""
"25.06.2024","07:22","08:48","ICE 527","0",""
"25.06.2024","07:45","09:41","ICE 815","2",""
"25.06.2024","08:21","09:48","ICE 529","1",""
"25.06.2024","08:51","10:31","ICE 121","3",""
"25.06.2024","09:18","10:48","ICE 621","0",""
"25.06.2024","09:27","12:12","ICE  27","5",""
"25.06.2024","10:10","11:48","ICE 623","7",""
"25.06.2024","11:23","12:48","ICE 625","58",""
"25.06.2024","11:27","14:13","ICE  29","6",""
"25.06.2024","12:19","13:48","ICE 627","1",""
"25.06.2024","12:49","14:31","ICE 123","75",""
"25.06.2024","13:23","14:48","ICE 629","0","Ausfall (Startbahnhof)"
"25.06.2024","14:21","15:48","ICE 721","9",""
"25.06.2024","15:22","16:48","ICE 723","45",""
"25.06.2024","15:27","18:13","ICE 927","48",""
"25.06.2024","16:22","17:48","ICE 725","43",""
"25.06.2024","17:22","18:48","ICE 727","0","Ausfall (Startbahnhof)"
"25.06.2024","17:27","20:13","ICE 929","33",""
"25.06.2024","18:22","19:48","ICE 729","20",""
"25.06.2024","18:49","20:31","ICE 129","11",""
"25.06.2024","19:08","20:48","ICE 821","3",""
"25.06.2024","19:28","22:13","ICE 1021","44",""
"25.06.2024","20:09","21:48","ICE 823","0",""
"25.06.2024","20:26","23:13","IC 2442","22",""
"25.06.2024","20:49","22:31","ICE 221","0",""
"25.06.2024","23:21","02:20","IC 60403","0",""
"25.06.2024","23:27","01:10","ICE 619","0",""
"25.06.2024","23:52","01:35","ICE 1017","7",""
"26.06.2024","01:24","03:03","ICE 825","0",""
"26.06.2024","02:40","07:02","ICE 921","0",""
"26.06.2024","04:57","06:48","ICE 523","0",""
"26.06.2024","05:27","08:14","ICE  23","28",""
"26.06.2024","06:22","07:48","ICE 525","0",""
"26.06.2024","07:22","08:48","ICE 527","5",""
"26.06.2024","07:45","09:41","ICE 815","2",""
"26.06.2024","08:21","09:48","ICE 529","4",""
"26.06.2024","08:51","10:31","ICE 121","30",""
"26.06.2024","09:18","10:48","ICE 621","9",""
"26.06.2024","09:27","12:12","ICE  27","23",""
"26.06.2024","10:10","11:48","ICE 623","0",""
"26.06.2024","11:23","12:48","ICE 625","0",""
"26.06.2024","11:27","14:13","ICE  29","30",""
"26.06.2024","12:19","13:48","ICE 627","0",""
"26.06.2024","12:49","14:31","ICE 123","7",""
"26.06.2024","13:23","14:48","ICE 629","4",""
"26.06.2024","14:21","15:48","ICE 721","48",""
"26.06.2024","15:22","16:48","ICE 723","4",""
"26.06.2024","15:27","18:13","ICE 927","37",""
"26.06.2024","16:22","17:48","ICE 725","0","Ausfall (Startbahnhof)"
"26.06.2024","16:50","18:31","ICE 127","29",""
"26.06.2024","17:22","18:48","ICE 727","68",""
"26.06.2024","17:27","20:13","ICE 929","48",""
"26.06.2024","18:22","19:48","ICE 729","0","Ausfall (Startbahnhof)"
"26.06.2024","18:49","20:31","ICE 129","47",""
"26.06.2024","19:08","20:48","ICE 821","31",""
"26.06.2024","19:28","22:13","ICE 1021","0","Ausfall (Startbahnhof)"
"26.06.2024","20:09","21:48","ICE 823","32",""
"26.06.2024","20:26","23:13","IC 2442","73",""
"26.06.2024","20:49","22:31","ICE 221","0",""
"26.06.2024","23:21","02:20","IC 60403","0",""
"26.06.2024","23:27","01:10","ICE 619","31",""
"26.06.2024","23:52","01:35","ICE 1017","0",""
"27.06.2024","01:24","03:03","ICE 825","0",""
"27.06.2024","19:28","22:13","ICE 1021","0","Ausfall (Startbahnhof)"
"27.06.2024","20:09","21:48","ICE 823","24",""
"27.06.2024","20:26","23:13","IC 2442","10",""
"27.06.2024","20:49","22:31","ICE 221","18",""
"27.06.2024","23:21","02:20","IC 60403","0",""
"27.06.2024","23:27","01:10","ICE 619","0","Ausfall (Startbahnhof)"
"27.06.2024","23:52","01:35","ICE 1017","0",""
"28.06.2024","01:24","03:03","ICE 825","0","Ausfall (Startbahnhof)"
"28.06.2024","02:40","07:02","ICE 921","0","Ausfall (Startbahnhof)"
"28.06.2024","04:57","06:48","ICE 523","3",""
"28.06.2024","05:27","08:14","ICE  23","15",""
"28.06.2024","06:22","07:48","ICE 525","0",""
"28.06.2024","07:22","08:48","ICE 527","0",""
"28.06.2024","07:45","09:41","ICE 815","0",""
"28.06.2024","08:21","09:48","ICE 529","0",""
"28.06.2024","08:51","10:31","ICE 121","2",""
"28.06.2024","09:18","10:48","ICE 621","8",""
"28.06.2024","09:27","12:12","ICE  27","27",""
"28.06.2024","10:10","11:48","ICE 623","0","Ausfall (Startbahnhof)"
"28.06.2024","11:23","12:48","ICE 625","4",""
"28.06.2024","11:27","14:13","ICE  29","7",""
"28.06.2024","12:19","13:48","ICE 627","13",""
"28.06.2024","12:49","14:31","ICE 123","21",""
"28.06.2024","13:23","14:48","ICE 629","22",""
"28.06.2024","14:21","15:48","ICE 721","0",""
"28.06.2024","15:22","16:48","ICE 723","2",""
"28.06.2024","15:27","18:13","ICE 927","41",""
"28.06.2024","16:22","17:48","ICE 725","18",""
"28.06.2024","16:50","18:31","ICE 127","93",""
"28.06.2024","17:22","18:48","ICE 727","47",""
"28.06.2024","17:27","20:13","ICE 929","69",""
"28.06.2024","18:22","19:48","ICE 729","27",""
"28.06.2024","18:49","20:31","ICE 129","0","Ausfall (Startbahnhof)"
"28.06.2024","19:08","20:48","ICE 821","0",""
"28.06.2024","19:28","22:13","ICE 1021","53",""
"28.06.2024","20:09","21:48","ICE 823","0",""
"28.06.2024","20:26","23:13","IC 2442","72",""
"28.06.2024","20:49","22:31","ICE 221","6",""
"28.06.2024","23:21","02:20","IC 60403","0",""
"28.06.2024","23:27","01:10","ICE 619","13",""
"28.06.2024","23:52","01:35","ICE 1017","0",""
"29.06.2024","01:24","03:03","ICE 825","0",""
"29.06.2024","02:40","07:02","ICE 921","15",""
"29.06.2024","04:57","06:48","ICE 523","0",""
"29.06.2024","05:27","08:14","ICE  23","94",""
"29.06.2024","06:22","07:48","ICE 525","0",""
"29.06.2024","07:22","08:48","ICE 527","0",""
"29.06.2024","08:21","09:48","ICE 529","3",""
"29.06.2024","08:51","10:31","ICE 121","0",""
"29.06.2024","09:18","10:48","ICE 621","0",""
"29.06.2024","09:27","12:12","ICE  27","31",""
"29.06.2024","10:10","11:48","ICE 623","1",""
"29.06.2024","11:27","14:13","ICE  29","16",""
"29.06.2024","12:19","13:48","ICE 627","0",""
"29.06.2024","12:49","14:31","ICE 123","26",""
"29.06.2024","13:23","14:48","ICE 629","0",""
"29.06.2024","14:21","15:48","ICE 721","0",""
"29.06.2024","15:22","16:48","ICE 723","0",""
"29.06.2024","15:27","18:13","ICE 927","106",""
"29.06.2024","16:22","17:48","ICE 725","0",""
"29.06.2024","16:50","18:31","ICE 127","8",""
"29.06.2024","17:22","18:48","ICE 727","0",""
"29.06.2024","17:27","20:13","ICE 929","11",""
"29.06.2024","18:22","19:48","ICE 729","18",""
"29.06.2024","18:49","20:31","ICE 129","69",""
"29.06.2024","19:08","20:48","ICE 821","0",""
"29.06.2024","19:28","22:13","ICE 1021","42",""
"29.06.2024","20:09","21:48","ICE 823","1",""
"29.06.2024","20:26","23:13","IC 2442","74",""
"29.06.2024","20:49","22:31","ICE 221","5",""
"29.06.2024","23:21","02:20","IC 60403","38",""
"29.06.2024","23:27","01:10","ICE 619","0",""
"29.06.2024","23:52","01:35","ICE 1017","0",""
"30.06.2024","01:24","03:03","ICE 825","4",""
"30.06.2024","02:40","07:02","ICE 921","2",""
"30.06.2024","05:27","08:14","ICE  23","4",""
"30.06.2024","06:22","07:48","ICE 525","0","Ausfall (Startbahnhof)"
"30.06.2024","07:22","08:48","ICE 527","0",""
"30.06.2024","08:21","09:48","ICE 529","0",""
"30.06.2024","08:51","10:31","ICE 121","0",""
"30.06.2024","09:18","10:48","ICE 621","0",""
"30.06.2024","09:27","12:12","ICE  27","3",""
"30.06.2024","10:10","11:48","ICE 623","0",""
"30.06.2024","11:23","12:48","ICE 625","10",""
"30.06.2024","11:27","14:13","ICE  29","7",""
"30.06.2024","12:19","13:48","ICE 627","9",""
"30.06.2024","12:49","14:31","ICE 123","41",""
"30.06.2024","13:23","14:48","ICE 629","2",""
"30.06.2024","14:21","15:48","ICE 721","32",""
"30.06.2024","15:22","16:48","ICE 723","7",""
"30.06.2024","16:22","17:48","ICE 725","42",""
"30.06.2024","16:50","18:31","ICE 127","7",""
"30.06.2024","17:22","18:48","ICE 727","22",""
"30.06.2024","17:27","20:13","ICE 929","9",""
"30.06.2024","18:22","19:48","ICE 2929","1",""
"30.06.2024","18:22","19:48","ICE 729","0","Ausfall (Zielbahnhof)"
"30.06.2024","18:49","20:31","ICE 129","1",""
"30.06.2024","19:08","20:48","ICE 821","4",""
"30.06.2024","19:28","22:13","ICE 1021","95",""
"30.06.2024","20:09","21:48","ICE 823","0",""
"30.06.2024","20:26","23:13","IC 2442","0","Ausfall (Zielbahnhof)"
"30.06.2024","20:49","22:31","ICE 221","0",""
"30.06.2024","23:21","02:20","IC 60403","7",""
"30.06.2024","23:27","01:10","ICE 619","4",""
"30.06.2024","23:52","01:35","ICE 1017","0",""
"01.07.2024","01:24","03:03","ICE 825","2",""
"01.07.2024","02:40","07:02","ICE 921","0",""
"01.07.2024","04:57","06:48","ICE 523","56",""
"01.07.2024","05:27","08:14","ICE  23","2",""
"01.07.2024","06:22","07:48","ICE 525","11",""
"01.07.2024","07:22","08:48","ICE 527","8",""
"01.07.2024","07:45","09:41","ICE 815","4",""
"01.07.2024","08:21","09:48","ICE 529","4",""
"01.07.2024","08:51","10:31","ICE 121","28",""
"01.07.2024","09:18","10:48","ICE 621","24",""
"01.07.2024","09:27","12:12","ICE  27","0","Ausfall (Startbahnhof)"
"01.07.2024","10:10","11:48","ICE 623","0",""
"01.07.2024","11:23","12:48","ICE 625","1",""
"01.07.2024","11:27","14:13","ICE  29","9",""
"01.07.2024","12:19","13:48","ICE 627","2",""
"01.07.2024","12:49","14:31","ICE 123","0",""
"01.07.2024","13:23","14:48","ICE 629","15",""
"01.07.2024","14:21","15:48","ICE 721","9",""
"01.07.2024","15:22","16:48","ICE 723","67",""
"01.07.2024","15:27","18:13","ICE 927","10",""
"01.07.2024","16:22","17:48","ICE 725","29",""
"01.07.2024","16:50","18:31","ICE 127","9",""
"01.07.2024","17:22","18:48","ICE 727","6",""
"01.07.2024","17:27","20:13","ICE 929","5",""
"01.07.2024","18:22","19:48","ICE 729","6",""
"01.07.2024","18:49","20:31","ICE 129","5",""
"01.07.2024","19:08","20:48","ICE 821","0",""
"01.07.2024","19:28","22:13","ICE 1021","4",""
"01.07.2024","20:09","21:48","ICE 823","0",""
"01.07.2024","20:26","23:13","IC 2442","5",""
"01.07.2024","20:49","22:31","ICE 221","0",""
"01.07.2024","23:21","02:20","IC 60403","7",""
"01.07.2024","23:27","01:10","ICE 619","3",""
"01.07.2024","23:52","01:35","ICE 1017","12",""
"02.07.2024","01:24","03:03","ICE 825","0",""
"02.07.2024","02:40","07:02","ICE 921","0",""
"02.07.2024","04:57","06:48","ICE 523","0",""
"02.07.2024","05:27","08:14","ICE  23","10",""
"02.07.2024","06:22","07:48","ICE 525","0","Ausfall (Startbahnhof)"
"02.07.2024","07:22","08:48","ICE 527","0",""
"02.07.2024","07:45","09:41","ICE 815","0",""
"02.07.2024","08:21","09:48","ICE 529","10",""
"02.07.2024","08:51","10:31","ICE 121","6",""
"02.07.2024","09:18","10:48","ICE 621","1",""
"02.07.2024","09:27","12:12","ICE  27","31",""
"02.07.2024","10:10","11:48","ICE 623","0",""
"02.07.2024","11:27","14:13","ICE  29","21",""
"02.07.2024","12:19","13:48","ICE 627","0",""
"02.07.2024","12:49","14:31","ICE 123","2",""
"02.07.2024","13:23","14:48","ICE 629","14",""
"02.07.2024","14:21","15:48","ICE 721","0",""
"02.07.2024","15:22","16:48","ICE 723","50",""
"02.07.2024","15:27","18:13","ICE 927","79",""
"02.07.2024","16:22","17:48","ICE 725","5",""
"02.07.2024","16:50","18:31","ICE 127","20",""
"02.07.2024","17:22","18:48","ICE 727","11",""
"02.07.2024","17:27","20:13","ICE 929","52",""
"02.07.2024","18:22","19:48","ICE 729","14",""
"02.07.2024","18:49","20:31","ICE 129","13",""
"02.07.2024","19:08","20:48","ICE 821","28",""
"02.07.2024","19:28","22:13","ICE 1021","39",""
"02.07.2024","20:09","21:48","ICE 823","7",""
"02.07.2024","20:26","23:13","IC 2442","58",""
